# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:T_dmeff               13:cdmeff2               14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       3.197533048309e+07       7.393484005562e-13       1.449679626239e-02       2.205739316457e+09       1.429061524940e+04       4.469262580422e-04       4.569471596969e+11       8.369685107622e-03       2.876333859067e+18       8.086176621733e+13       4.194044824498e+14       5.302826112361e+07       7.401734063078e-01       3.815882481151e-08       1.988451806851e+18       4.865285932166e+18       4.865285932166e+18       1.621595221973e+18      -4.474469749751e+20       1.746730453720e-04       6.699584336470e-02 
       3.175305902294e+07       7.497353282295e-13       1.459827122744e-02       2.175180987059e+09       1.429061514792e+04       4.500547392157e-04       4.537707605567e+11       8.428271086308e-03       2.797186407992e+18       7.918716771699e+13       4.107188680957e+14       5.234561504176e+07       7.300896072921e-01       3.815882481151e-08       1.933736012437e+18       4.731412326465e+18       4.731412326465e+18       1.576974140143e+18      -4.321100598488e+20       1.747546772280e-04       6.696560338965e-02 
       3.153233264741e+07       7.602681780855e-13       1.470045648239e-02       2.145046018357e+09       1.429061504574e+04       4.532051197204e-04       4.506164416489e+11       8.487267141318e-03       2.720216839960e+18       7.754724914145e+13       4.022131275758e+14       5.167306648337e+07       7.201787974372e-01       3.815882481151e-08       1.880525820532e+18       4.601222420869e+18       4.601222420869e+18       1.533580886831e+18      -4.172988414886e+20       1.748363103753e-04       6.693539904868e-02 
       3.131314061610e+07       7.709490001054e-13       1.480335699489e-02       2.115328544996e+09       1.429061494284e+04       4.563775528512e-04       4.474840494863e+11       8.546676142828e-03       2.645365226644e+18       7.594129229044e+13       3.938835358114e+14       5.101040976477e+07       7.104366642978e-01       3.815882481151e-08       1.828779801802e+18       4.474614853273e+18       4.474614853273e+18       1.491381676148e+18      -4.029953007868e+20       1.749179448235e-04       6.690523034761e-02 
       3.109547226326e+07       7.817798730687e-13       1.490697777263e-02       2.086022782882e+09       1.429061483922e+04       4.595721929758e-04       4.443734316485e+11       8.606500981100e-03       2.572573288749e+18       7.436859383714e+13       3.857264448683e+14       5.035744525482e+07       7.008590422372e-01       3.815882481151e-08       1.778457666917e+18       4.351491050704e+18       4.351491050704e+18       1.450343651888e+18      -3.891820362705e+20       1.749995805825e-04       6.687509729269e-02 
       3.087931699729e+07       7.927629049581e-13       1.501132385965e-02       2.057123028058e+09       1.429061473487e+04       4.627891955427e-04       4.412844367748e+11       8.666744566622e-03       2.501784350641e+18       7.282846502023e+13       3.777382823587e+14       4.971397914991e+07       6.914419064868e-01       3.815882481151e-08       1.729520235178e+18       4.231755152567e+18       4.231755152567e+18       1.410434861940e+18      -3.758422429313e+20       1.750812176620e-04       6.684499989055e-02 
       3.066466430019e+07       8.039002333697e-13       1.511640032913e-02       2.028623655588e+09       1.429061462980e+04       4.660287170885e-04       4.382169145567e+11       8.727409830251e-03       2.432943296217e+18       7.132023134221e+13       3.699155498766e+14       4.907982325853e+07       6.821813674725e-01       3.815882481151e-08       1.681929404015e+18       4.115313936013e+18       4.115313936013e+18       1.371624233411e+18      -3.629596917803e+20       1.751628560720e-04       6.681493814824e-02 
       3.045150372710e+07       8.151940259288e-13       1.522221229607e-02       2.000519118469e+09       1.429061452398e+04       4.692909152454e-04       4.351707157303e+11       8.788499723354e-03       2.365996525990e+18       6.984323227402e+13       3.622548214662e+14       4.845479479486e+07       6.730736653954e-01       3.815882481151e-08       1.635648119316e+18       4.002076743359e+18       4.002076743359e+18       1.333881548435e+18      -3.505187101040e+20       1.752444958223e-04       6.678491207321e-02 
       3.023982490577e+07       8.266464807118e-13       1.532876490455e-02       1.972803946544e+09       1.429061441743e+04       4.725759487493e-04       4.321456920696e+11       8.850017217954e-03       2.300891915358e+18       6.839682096575e+13       3.547527421210e+14       4.783871618095e+07       6.641151650546e-01       3.815882481151e-08       1.590640346579e+18       3.891955411500e+18       3.891955411500e+18       1.297177420646e+18      -3.385041623972e+20       1.753261369229e-04       6.675492167333e-02 
       3.002961753602e+07       8.382598266740e-13       1.543606334235e-02       1.945472745445e+09       1.429061431013e+04       4.758839774468e-04       4.291416963787e+11       8.911965306872e-03       2.237578774023e+18       6.698036396336e+13       3.474060263147e+14       4.723141485721e+07       6.553023508994e-01       3.815882481151e-08       1.546871042856e+18       3.784864203269e+18       3.784864203269e+18       1.261483272293e+18      -3.269014319495e+20       1.754077793841e-04       6.672496695687e-02 
       2.982087138930e+07       8.500363240835e-13       1.554411282814e-02       1.918520195537e+09       1.429061420208e+04       4.792151623039e-04       4.261585824850e+11       8.974347003871e-03       2.176007806517e+18       6.559324093128e+13       3.402114565621e+14       4.663272310074e+07       6.466318223010e-01       3.815882481151e-08       1.504306129468e+18       3.680719740683e+18       3.680719740683e+18       1.226771311995e+18      -3.156964030619e+20       1.754894232159e-04       6.669504793253e-02 
       2.961357630815e+07       8.619782649608e-13       1.565291861880e-02       1.891941050885e+09       1.429061409328e+04       4.825696654131e-04       4.231962052322e+11       9.037165343807e-03       2.116131073828e+18       6.423484438069e+13       3.331658820105e+14       4.604247785114e+07       6.381002890323e-01       3.815882481151e-08       1.462912465471e+18       3.579440940025e+18       3.579440940025e+18       1.193014513100e+18      -3.048754438748e+20       1.755710684286e-04       6.666516460942e-02 
       2.940772220571e+07       8.740879735251e-13       1.576248600759e-02       1.865730138235e+09       1.429061398371e+04       4.859476500015e-04       4.202544204726e+11       9.100423382775e-03       2.057901956068e+18       6.290457940351e+13       3.262662170591e+14       4.546052054348e+07       6.297045669458e-01       3.815882481151e-08       1.422657821854e+18       3.480948948719e+18       3.480948948719e+18       1.160186592641e+18      -2.944253897828e+20       1.756527150326e-04       6.663531699707e-02 
       2.920329906526e+07       8.863678066465e-13       1.587282032597e-02       1.839882356002e+09       1.429061387338e+04       4.893492804389e-04       4.173330850609e+11       9.164124198256e-03       2.001275116181e+18       6.160186341184e+13       3.195094400083e+14       4.488669694820e+07       6.214415738406e-01       3.815882481151e-08       1.383510856444e+18       3.385167083929e+18       3.385167083929e+18       1.128261990875e+18      -2.843335274192e+20       1.757343630382e-04       6.660550510545e-02 
       2.900029693969e+07       8.988201543047e-13       1.598392694177e-02       1.814392673282e+09       1.429061376227e+04       4.927747222456e-04       4.144320568468e+11       9.228270889266e-03       1.946206464639e+18       6.032612588284e+13       3.128925917360e+14       4.432085701743e+07       6.133083255088e-01       3.815882481151e-08       1.345441089503e+18       3.292020772860e+18       3.292020772860e+18       1.097215851381e+18      -2.745875791889e+20       1.758160124558e-04       6.657572894492e-02 
       2.879870595103e+07       9.114474400541e-13       1.609581125922e-02       1.789256128869e+09       1.429061365038e+04       4.962241421007e-04       4.115511946679e+11       9.292866576511e-03       1.892653125117e+18       5.907680810882e+13       3.064127744016e+14       4.376285473760e+07       6.053019319538e-01       3.815882481151e-08       1.308418879998e+18       3.201437494697e+18       3.201437494697e+18       1.067024001705e+18      -2.651756883317e+20       1.758976632962e-04       6.654598852628e-02 
       2.859851629001e+07       9.242521214956e-13       1.620847872073e-02       1.764467830293e+09       1.429061353772e+04       4.996977078497e-04       4.086903583432e+11       9.357914402535e-03       1.840573401106e+18       5.785336295262e+13       3.000671501771e+14       4.321254798804e+07       5.974195937711e-01       3.815882481151e-08       1.272415402521e+18       3.113346724140e+18       3.113346724140e+18       1.037662934542e+18      -2.560864044973e+20       1.759793155699e-04       6.651628386079e-02 
       2.839971821550e+07       9.372366907544e-13       1.632193481237e-02       1.740022952865e+09       1.429061342426e+04       5.031955885134e-04       4.058494086663e+11       9.423417531873e-03       1.789926743453e+18       5.665525460795e+13       2.938529400043e+14       4.266979840524e+07       5.896585986847e-01       3.815882481151e-08       1.237402624849e+18       3.027679876496e+18       3.027679876496e+18       1.009109789434e+18      -2.473086698149e+20       1.760609692876e-04       6.648661496010e-02 
       2.820230205413e+07       9.504036749656e-13       1.643618504750e-02       1.715916738737e+09       1.429061331001e+04       5.067179542955e-04       4.030282073983e+11       9.489379151206e-03       1.740673718787e+18       5.548195836474e+13       2.877674223776e+14       4.213447125256e+07       5.820163182322e-01       3.815882481151e-08       1.203353286111e+18       2.944370254279e+18       2.944370254279e+18       9.813423349659e+17      -2.388318054405e+20       1.761426244601e-04       6.645698183631e-02 
       2.800625819974e+07       9.637556367656e-13       1.655123499040e-02       1.692144495981e+09       1.429061319496e+04       5.102649765912e-04       4.002266172612e+11       9.555802469515e-03       1.692775978815e+18       5.433296037934e+13       2.818079321520e+14       4.160643529518e+07       5.744902045907e-01       3.815882481151e-08       1.170240875571e+18       2.863352995279e+18       2.863352995279e+18       9.543389514621e+17      -2.306454985651e+20       1.762242810984e-04       6.642738450195e-02 
       2.781157711295e+07       9.772951747909e-13       1.666709023448e-02       1.668701597670e+09       1.429061307911e+04       5.138368279954e-04       3.974445019315e+11       9.622690718240e-03       1.646196230467e+18       5.320775744952e+13       2.759718593761e+14       4.108556267998e+07       5.670777875373e-01       3.815882481151e-08       1.138039611982e+18       2.784565022066e+18       2.784565022066e+18       9.280786141497e+17      -2.227397898681e+20       1.763059392133e-04       6.639782297001e-02 
       2.761824932071e+07       9.910249241839e-13       1.678375641859e-02       1.645583480980e+09       1.429061296244e+04       5.174336823113e-04       3.946817260330e+11       9.690047151432e-03       1.600898206857e+18       5.210585679404e+13       2.702566481490e+14       4.057172882023e+07       5.597766715382e-01       3.815882481151e-08       1.106724423514e+18       2.707944992875e+18       2.707944992875e+18       9.025408767901e+17      -2.151050614009e+20       1.763875988159e-04       6.636829725389e-02 
